Repo,underdirectory,function,status,variables
13976,0,compare,runs,"[('int *', 'in_d'), ('int *', 'out_d')]"
13989,0,convolve,runs,"[('float *', 'data_in'), ('float *', 'data_out'), ('float *', 'kernel'), ('int', 'kernelSize'), ('int', 'BLOCK_SIZE')]"
13989,1,convolve_optimised,runs,"[('float *', 'data_in'), ('float *', 'data_out'), ('float *', 'kernel'), ('int', 'kernelSize'), ('int', 'BLOCK_SIZE')]"
13993,10,upscale,runs,"[('float *', 'input'), ('float *', 'output'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
13993,11,downscale,runs,"[('float *', 'gradInput_data'), ('float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
13993,27,subsample,runs,"[('float *', 'input'), ('float *', 'output'), ('float *', 'weight'), ('float *', 'bias'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
13993,29,subgradinput,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'weight'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
13993,30,subgradinputAtomic,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'weight'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
13993,44,cunn_CriterionFilter_updateOutput_kernel,runs,"[('float *', 'target'), ('float *', 'ignored_label'), ('int', 'bound'), ('int', 'batch_size'), ('int', 'map_nelem'), ('int', 'blocks_per_sample')]"
13993,45,cunn_CriterionFilter_updateGradInput_kernel,runs,"[('float *', 'gradInput'), ('float *', 'target'), ('float *', 'ignored_label'), ('int', 'batch_size'), ('int', 'n_classes'), ('int', 'map_nelem'), ('int', 'blocks_per_sample')]"
13993,60,cunn_TemporalMaxPooling_updateGradInputKernel,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices'), ('int', 'input_w'), ('int', 'input_n'), ('int', 'output_w'), ('int', 'kW'), ('int', 'dW')]"
13993,61,cunn_TemporalMaxPooling_updateGradInputKernelAtomic,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices'), ('int', 'input_w'), ('int', 'input_n'), ('int', 'output_w'), ('int', 'kW'), ('int', 'dW')]"
13993,63,adaptivemaxgradinput,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices_x'), ('float *', 'indices_y'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'output_h'), ('int', 'output_w')]"
13993,64,atomicadaptivemaxgradinput,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices_x'), ('float *', 'indices_y'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'output_h'), ('int', 'output_w')]"
13993,66,cunn_LookupTable_accGradParametersKernel,runs,"[('float *', 'input'), ('float *', 'indices'), ('float *', 'gradOutput'), ('float *', 'gradWeight'), ('float *', 'count'), ('float', 'defaultScale'), ('long', 'numel'), ('long', 'stride'), ('int', 'paddingValue')]"
140,0,kLogregCost,runs,"[('float *', 'probs'), ('float *', 'labels'), ('float *', 'maxProbs'), ('float *', 'labelLogProbs'), ('float *', 'correctProbs'), ('const int', 'numCases'), ('const int', 'numOut')]"
140,1,kEltwiseLogregCost,runs,"[('float *', 'predmap'), ('float *', 'indmap'), ('float *', 'indlogpred'), ('float *', 'correctprobs'), ('int', 'numCases'), ('int', 'numTasks'), ('int', 'per_thread_case')]"
140,4,kEltwiseL2SVMCost,runs,"[('float *', 'ydata'), ('float *', 'ldata'), ('float *', 'pre_grad'), ('float *', 'all_cost'), ('float', 'a'), ('float', 'b'), ('int', 'numCases'), ('int', 'numTasks'), ('int', 'per_thread_case')]"
140,40,kTile,runs,"[('const float *', 'src'), ('float *', 'tgt'), ('const uint', 'srcWidth'), ('const uint', 'srcHeight'), ('const uint', 'tgtWidth'), ('const uint', 'tgtHeight')]"
140,41,kDotProduct_r,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'target'), ('const uint', 'numCols'), ('const uint', 'numElements')]"
140,42,kSetupCurand,runs,"[('curandState *', 'state'), ('unsigned long long', 'seed')]"
14002,2,opt_cond_itr,runs,"[('int', 'num_train_cases'), ('double *', 'opt_cond'), ('double', 'alpha_high'), ('double', 'alpha_high_prev'), ('int', 'high_label'), ('int', 'high_indx'), ('double', 'alpha_low'), ('double', 'alpha_low_prev'), ('int', 'low_label'), ('int', 'low_indx'), ('double *', 'kernel_val_mat')]"
14005,1,add,runs,"[('int', 'n'), ('float *', 'a'), ('float *', 'b'), ('float *', 'sum')]"
14011,94,ForwardWarpKernel_PSF2x2,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'normalization_factor'), ('float *', 'dst')]"
14011,95,ForwardWarpKernel_PSF1x1,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'dst')]"
14011,96,NormalizeKernel,runs,"[('const float *', 'normalization_factor'), ('int', 'w'), ('int', 'h'), ('int', 's'), ('float *', 'image')]"
14011,97,MemsetKernel,runs,"[('const float', 'value'), ('int', 'w'), ('int', 'h'), ('float *', 'image')]"
14011,164,mergeLocation,runs,"[('const short2 *', 'loc_'), ('float *', 'x'), ('float *', 'y'), ('const int', 'npoints'), ('float', 'scale')]"
14012,8,gpu_mix16_1,runs,"[('int32_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples'), ('int32_t', 'm2'), ('int32_t', 'mixbits'), ('int32_t', 'mixres')]"
14012,10,gpu_mix20_1,runs,"[('uint8_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples'), ('int32_t', 'mixres'), ('int32_t', 'm2'), ('int32_t', 'mixbits')]"
14012,11,gpu_mix20_2,runs,"[('uint8_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples')]"
14012,12,gpu_mix24_1_1,runs,"[('uint8_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples'), ('uint16_t *', 'shiftUV'), ('int32_t', 'mixres'), ('uint32_t', 'mask'), ('int32_t', 'm2'), ('int32_t', 'mixbits'), ('int32_t', 'shift')]"
14012,13,gpu_mix24_1_2,runs,"[('uint8_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples'), ('int32_t', 'mixres'), ('int32_t', 'm2'), ('int32_t', 'mixbits')]"
14012,14,gpu_mix24_2_1,runs,"[('uint8_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples'), ('uint16_t *', 'shiftUV'), ('uint32_t', 'mask'), ('int32_t', 'shift')]"
14012,15,gpu_mix24_2_2,runs,"[('uint8_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples')]"
14012,16,gpu_mix32_1,runs,"[('int64_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples'), ('uint16_t *', 'shiftUV'), ('int32_t', 'mixres'), ('uint32_t', 'mask'), ('int32_t', 'm2'), ('int32_t', 'mixbits'), ('int32_t', 'shift')]"
14012,17,gpu_mix32_2_1,runs,"[('int64_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples')]"
14012,18,gpu_mix32_2_2,runs,"[('int64_t *', 'ip'), ('uint32_t', 'stride'), ('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t', 'numSamples'), ('uint16_t *', 'shiftUV'), ('uint32_t', 'mask'), ('int32_t', 'shift')]"
14012,19,gpu_unmix16,runs,"[('int32_t *', 'u'), ('int32_t *', 'v'), ('int16_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t *', 'mixbits'), ('int32_t *', 'mixres'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,20,gpu_unmix20,runs,"[('int32_t *', 'u'), ('int32_t *', 'v'), ('uint8_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t *', 'mixbits'), ('int32_t *', 'mixres'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,21,gpu_unmix24,runs,"[('int32_t *', 'u'), ('int32_t *', 'v'), ('uint8_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t *', 'mixbits'), ('int32_t *', 'mixres'), ('uint16_t *', 'shiftUV'), ('int32_t', 'bytesShifted'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,22,gpu_unmix32,runs,"[('int32_t *', 'u'), ('int32_t *', 'v'), ('int32_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t *', 'mixbits'), ('int32_t *', 'mixres'), ('uint16_t *', 'shiftUV'), ('int32_t', 'bytesShifted'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,23,gpu_copyPredictorTo16,runs,"[('int32_t *', 'in'), ('int16_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,24,gpu_copyPredictorTo20,runs,"[('int32_t *', 'in'), ('uint8_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,25,gpu_copyPredictorTo24,runs,"[('int32_t *', 'in'), ('uint8_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,26,gpu_copyPredictorTo24Shift,runs,"[('int32_t *', 'in'), ('uint16_t *', 'shift'), ('uint8_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t', 'bytesShifted'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,27,gpu_copyPredictorTo32,runs,"[('int32_t *', 'in'), ('int32_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,28,gpu_copyPredictorTo32Shift,runs,"[('int32_t *', 'in'), ('uint16_t *', 'shift'), ('int32_t *', 'out'), ('uint32_t', 'stride'), ('uint32_t *', 'numSamples'), ('int32_t', 'bytesShifted'), ('int32_t', 'theOutputPacketBytes'), ('uint32_t', 'frameLength')]"
14012,29,call_kALACSearch,runs,"[('int16_t *', 'mCoefsU'), ('int16_t *', 'mCoefsV'), ('int32_t', 'kALACMaxCoefs')]"
14013,0,hello,runs,[]
14017,0,nms_kernel,runs,"[('const int', 'n_boxes'), ('const float', 'nms_overlap_thres'), ('const float *', 'dev_boxes'), ('unsigned long long *', 'dev_mask')]"
1402,180,downscale,runs,"[('float *', 'gradInput_data'), ('const float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
1402,320,AccuracyDivideKernel,runs,"[('const int', 'N'), ('float *', 'accuracy')]"
14023,2,setupKernel,runs,"[('curandState *', 'state'), ('unsigned long long', 'seed')]"
14036,0,updateCenters,runs,"[('float *', 'centers'), ('float *', 'images'), ('int *', 'updates'), ('int', 'noClusters')]"
14036,1,deltasBatch,runs,"[('float *', 'inputs'), ('float *', 'outputs'), ('float *', 'weights'), ('float *', 'weightsDeltas'), ('int', 'noInputs'), ('int', 'inputSize')]"
14036,2,deltasOne,runs,"[('float *', 'inputs'), ('float *', 'outputs'), ('float *', 'weights'), ('float *', 'weightsDeltas'), ('int', 'offsetInputImages'), ('int', 'inputSize')]"
14036,3,deltasBatch,runs,"[('float *', 'inputs'), ('float *', 'outputs'), ('float *', 'weights'), ('float *', 'weightsDeltas'), ('int', 'noInputs'), ('int', 'inputSize'), ('int', 'offsetHidden')]"
14036,4,deltasBatch,runs,"[('float *', 'inputs'), ('float *', 'outputs'), ('float *', 'weights'), ('float *', 'weightsDeltas'), ('int', 'noInputs'), ('int', 'inputSize')]"
14038,0,innerProd,runs,"[('float *', 'aa'), ('float *', 'bb'), ('float *', 'cc')]"
14038,1,innerProd,runs,"[('float *', 'aa'), ('float *', 'bb'), ('float *', 'cc')]"
14043,0,matVect,runs,"[('float *', 'A'), ('float *', 'v'), ('float *', 'r'), ('int', 'size')]"
14043,1,matMul,runs,"[('float *', 'A'), ('int', 'l_A'), ('int', 'c_A'), ('float *', 'B'), ('int', 'l_B'), ('int', 'c_B'), ('float *', 'C'), ('int', 'l_C'), ('int', 'c_C')]"
14044,16,kAdd_contiguous,runs,"[('float *', 'a'), ('float *', 'b'), ('float *', 'dest'), ('unsigned int', 'numEls')]"
14045,95,ForwardWarpKernel_PSF2x2,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'normalization_factor'), ('float *', 'dst')]"
14045,96,ForwardWarpKernel_PSF1x1,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'dst')]"
14045,97,NormalizeKernel,runs,"[('const float *', 'normalization_factor'), ('int', 'w'), ('int', 'h'), ('int', 's'), ('float *', 'image')]"
14045,98,MemsetKernel,runs,"[('const float', 'value'), ('int', 'w'), ('int', 'h'), ('float *', 'image')]"
14045,169,mergeLocation,runs,"[('const short2 *', 'loc_'), ('float *', 'x'), ('float *', 'y'), ('const int', 'npoints'), ('float', 'scale')]"
14063,33,sync_conv_groups,runs,[]
14068,3,THCudaTensor_kernel_renorm,runs,"[('float *', 'data'), ('const float', 'value'), ('const long', 'size'), ('const float', 'maxnorm')]"
14068,5,conv2genericrev,runs,"[('float *', 'input'), ('float *', 'kernel'), ('float *', 'output'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kernel_n'), ('int', 'kernel_h'), ('int', 'kernel_w'), ('float', 'alpha'), ('int', 'stride_h'), ('int', 'stride_w')]"
14071,0,convolvePSF,runs,"[('int', 'width'), ('int', 'height'), ('int', 'imageCount'), ('short *', 'image'), ('short *', 'results'), ('float *', 'psf'), ('int', 'psfRad'), ('int', 'psfDim')]"
14072,0,nms_kernel,runs,"[('const int', 'n_boxes'), ('const float', 'nms_overlap_thres'), ('const float *', 'dev_boxes'), ('unsigned long long *', 'dev_mask')]"
14074,3,THCudaTensor_kernel_renorm,runs,"[('float *', 'data'), ('const float', 'value'), ('const long', 'size'), ('const float', 'maxnorm')]"
14074,5,conv2genericrev,runs,"[('float *', 'input'), ('float *', 'kernel'), ('float *', 'output'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kernel_n'), ('int', 'kernel_h'), ('int', 'kernel_w'), ('float', 'alpha'), ('int', 'stride_h'), ('int', 'stride_w')]"
14074,16,sampleMultinomialWithReplacement,runs,"[('curandStateMtgp32 *', 'state'), ('int', 'totalSamples'), ('float *', 'dest'), ('long', 'distributions'), ('int', 'categories'), ('float *', 'normDistPrefixSum')]"
14074,17,sampleMultinomialWithoutReplacement,runs,"[('curandStateMtgp32 *', 'state'), ('int', 'totalSamples'), ('int', 'sample'), ('float *', 'dest'), ('long', 'distributions'), ('int', 'categories'), ('float *', 'origDist'), ('float *', 'normDistPrefixSum')]"
14075,6,copy_kernel_tobuf,runs,"[('char *', 'dest'), ('char *', 'src'), ('int', 'rx_s'), ('int', 'rx_e'), ('int', 'ry_s'), ('int', 'ry_e'), ('int', 'rz_s'), ('int', 'rz_e'), ('int', 'x_step'), ('int', 'y_step'), ('int', 'z_step'), ('int', 'size_x'), ('int', 'size_y'), ('int', 'size_z'), ('int', 'buf_strides_x'), ('int', 'buf_strides_y'), ('int', 'buf_strides_z'), ('int', 'type_size'), ('int', 'dim'), ('int', 'OPS_soa')]"
14075,7,copy_kernel_frombuf,runs,"[('char *', 'dest'), ('char *', 'src'), ('int', 'rx_s'), ('int', 'rx_e'), ('int', 'ry_s'), ('int', 'ry_e'), ('int', 'rz_s'), ('int', 'rz_e'), ('int', 'x_step'), ('int', 'y_step'), ('int', 'z_step'), ('int', 'size_x'), ('int', 'size_y'), ('int', 'size_z'), ('int', 'buf_strides_x'), ('int', 'buf_strides_y'), ('int', 'buf_strides_z'), ('int', 'type_size'), ('int', 'dim'), ('int', 'OPS_soa')]"
14075,9,copy_kernel_tobuf,runs,"[('char *', 'dest'), ('char *', 'src'), ('int', 'rx_s'), ('int', 'rx_e'), ('int', 'ry_s'), ('int', 'ry_e'), ('int', 'rz_s'), ('int', 'rz_e'), ('int', 'x_step'), ('int', 'y_step'), ('int', 'z_step'), ('int', 'size_x'), ('int', 'size_y'), ('int', 'size_z'), ('int', 'buf_strides_x'), ('int', 'buf_strides_y'), ('int', 'buf_strides_z'), ('int', 'type_size'), ('int', 'dim'), ('int', 'OPS_soa')]"
14075,10,copy_kernel_frombuf,runs,"[('char *', 'dest'), ('char *', 'src'), ('int', 'rx_s'), ('int', 'rx_e'), ('int', 'ry_s'), ('int', 'ry_e'), ('int', 'rz_s'), ('int', 'rz_e'), ('int', 'x_step'), ('int', 'y_step'), ('int', 'z_step'), ('int', 'size_x'), ('int', 'size_y'), ('int', 'size_z'), ('int', 'buf_strides_x'), ('int', 'buf_strides_y'), ('int', 'buf_strides_z'), ('int', 'type_size'), ('int', 'dim'), ('int', 'OPS_soa')]"
14078,0,checkIndex,runs,[]
14078,2,sumArraysOnGPU,runs,"[('float *', 'A'), ('float *', 'B'), ('float *', 'C'), ('const int', 'N')]"
14087,3,batch_crop_kernel,runs,"[('float *', 'input'), ('const int', 'nCropRows'), ('const int', 'nCropCols'), ('const int', 'iH'), ('const int', 'iW'), ('const int', 'nPlanes')]"
14087,4,batch_crop_kernel,runs,"[('float *', 'input'), ('const int', 'nCropRows'), ('const int', 'nCropCols'), ('const int', 'iH'), ('const int', 'iW'), ('const int', 'nPlanes')]"
14087,6,_fill_gradBias,runs,"[('float *', 'gradBias'), ('const float *', 'gradOutput'), ('float', 'scale'), ('int', 'batch_n'), ('int', 'output_n'), ('int', 'output_h'), ('int', 'output_w')]"
14087,11,cuda_graph_avgpool_bprop,runs,"[('float *', 'gradInput'), ('const float *', 'gradOutput'), ('const float *', 'clusters'), ('const int', 'nClusters'), ('const int', 'poolsize'), ('const int', 'dim'), ('const int', 'nClustersPerThread')]"
14087,12,cuda_graph_maxpool_bprop,runs,"[('float *', 'gradInput'), ('const float *', 'gradOutput'), ('const float *', 'indices'), ('const int', 'nClusters'), ('const int', 'dim'), ('const int', 'nClustersPerThread')]"
14087,13,modulus_updateGradInput_kernel,runs,"[('float *', 'input'), ('float *', 'output'), ('float *', 'gradInput'), ('float *', 'gradOutput'), ('int', 'n')]"
14093,0,addKernel,runs,"[('int *', 'c'), ('const int *', 'a'), ('const int *', 'b')]"
14097,94,ForwardWarpKernel_PSF2x2,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'normalization_factor'), ('float *', 'dst')]"
14097,95,ForwardWarpKernel_PSF1x1,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'dst')]"
14097,96,NormalizeKernel,runs,"[('const float *', 'normalization_factor'), ('int', 'w'), ('int', 'h'), ('int', 's'), ('float *', 'image')]"
14097,97,MemsetKernel,runs,"[('const float', 'value'), ('int', 'w'), ('int', 'h'), ('float *', 'image')]"
14097,164,mergeLocation,runs,"[('const short2 *', 'loc_'), ('float *', 'x'), ('float *', 'y'), ('const int', 'npoints'), ('float', 'scale')]"
141,3,cunn_SoftMax_updateGradInput_kernel,runs,"[('float *', 'gradInput'), ('float *', 'output'), ('float *', 'gradOutput'), ('int', 'nframe'), ('int', 'dim')]"
141,6,upscale,runs,"[('float *', 'input'), ('float *', 'output'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
141,7,downscale,runs,"[('float *', 'gradInput_data'), ('float *', 'gradOutput_data'), ('long', 'no_elements'), ('int', 'scale_factor'), ('int', 'd1'), ('int', 'd2'), ('int', 'd3')]"
141,9,maxgradinput,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices_x'), ('float *', 'indices_y'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
141,10,atomicmaxgradinput,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices_x'), ('float *', 'indices_y'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
141,14,cunn_ClassNLLCriterion_updateOutput_kernel,runs,"[('float *', 'output'), ('float *', 'input'), ('float *', 'target'), ('int', 'nframe'), ('int', 'ndim'), ('int', 'sizeAverage'), ('int', 'ntarget')]"
141,15,cunn_ClassNLLCriterion_updateGradInput_kernel,runs,"[('float *', 'gradInput'), ('float *', 'target'), ('int', 'nframe'), ('int', 'ndim'), ('float', 'grad'), ('int', 'ntarget')]"
141,16,subsample,runs,"[('float *', 'input'), ('float *', 'output'), ('float *', 'weight'), ('float *', 'bias'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
141,17,subgradweight,runs,"[('float *', 'input'), ('float *', 'gradOutput'), ('float *', 'gradWeight'), ('float *', 'gradBias'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW'), ('float', 'scale')]"
141,18,subgradinput,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'weight'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
141,19,subgradinputAtomic,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'weight'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
141,20,cunn_MSECriterion_updateOutput_kernel,runs,"[('float *', 'output'), ('float *', 'input'), ('float *', 'target'), ('int', 'nframe'), ('int', 'dim'), ('int', 'sizeAverage')]"
141,21,cunn_MSECriterion_updateGradInput_kernel,runs,"[('float *', 'gradInput'), ('float *', 'input'), ('float *', 'target'), ('float', 'norm'), ('int', 'nframe'), ('int', 'dim')]"
141,26,max_output,runs,"[('float *', 'input'), ('float *', 'output'), ('float *', 'indices'), ('long', 'nrows'), ('long', 'ncols')]"
141,27,max_gradInput,runs,"[('float *', 'input'), ('float *', 'output'), ('float *', 'indices'), ('long', 'nrows'), ('long', 'ncols')]"
141,28,subsample,runs,"[('float *', 'input'), ('float *', 'output'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
141,29,subgradinput,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
141,30,subgradinputAtomic,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'kH'), ('int', 'kW'), ('int', 'dH'), ('int', 'dW')]"
141,32,cunn_TemporalMaxPooling_updateGradInputKernel,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices'), ('int', 'input_w'), ('int', 'input_n'), ('int', 'output_w'), ('int', 'kW'), ('int', 'dW')]"
141,33,cunn_TemporalMaxPooling_updateGradInputKernelAtomic,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices'), ('int', 'input_w'), ('int', 'input_n'), ('int', 'output_w'), ('int', 'kW'), ('int', 'dW')]"
141,35,adaptivemaxgradinput,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices_x'), ('float *', 'indices_y'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'output_h'), ('int', 'output_w')]"
141,36,atomicadaptivemaxgradinput,runs,"[('float *', 'gradInput'), ('float *', 'gradOutput'), ('float *', 'indices_x'), ('float *', 'indices_y'), ('int', 'input_n'), ('int', 'input_h'), ('int', 'input_w'), ('int', 'output_h'), ('int', 'output_w')]"
141,38,cunn_LookupTable_accGradParametersKernel,runs,"[('float *', 'input'), ('float *', 'indices'), ('float *', 'gradOutput'), ('float *', 'gradWeight'), ('float *', 'count'), ('float', 'defaultScale'), ('long', 'numel'), ('long', 'stride')]"
141,39,min_output,runs,"[('float *', 'input'), ('float *', 'output'), ('float *', 'indices'), ('long', 'nrows'), ('long', 'ncols')]"
141,40,min_gradInput,runs,"[('float *', 'input'), ('float *', 'output'), ('float *', 'indices'), ('long', 'nrows'), ('long', 'ncols')]"
14102,94,ForwardWarpKernel_PSF2x2,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'normalization_factor'), ('float *', 'dst')]"
14102,95,ForwardWarpKernel_PSF1x1,runs,"[('const float *', 'u'), ('const float *', 'v'), ('const float *', 'src'), ('const int', 'w'), ('const int', 'h'), ('const int', 'flow_stride'), ('const int', 'image_stride'), ('const float', 'time_scale'), ('float *', 'dst')]"
14102,96,NormalizeKernel,runs,"[('const float *', 'normalization_factor'), ('int', 'w'), ('int', 'h'), ('int', 's'), ('float *', 'image')]"
14102,97,MemsetKernel,runs,"[('const float', 'value'), ('int', 'w'), ('int', 'h'), ('float *', 'image')]"
14102,164,mergeLocation,runs,"[('const short2 *', 'loc_'), ('float *', 'x'), ('float *', 'y'), ('const int', 'npoints'), ('float', 'scale')]"
1411,21,sync_deconv_groups,runs,[]
1411,37,sync_conv_groups,runs,[]
